"","P","n","parameter","data_size"
"2472",0.4,10,"fiducial-n",10
"2473",0.4,9,"fiducial-n",10
"2474",0.4,10,"fiducial-n",10
"2475",0.4,8,"fiducial-n",10
"2476",0.4,9,"fiducial-n",10
"2477",0.4,11,"fiducial-n",10
"2478",0.4,12,"fiducial-n",10
"2479",0.4,9,"fiducial-n",10
"2480",0.4,11,"fiducial-n",10
"2481",0.4,11,"fiducial-n",10
"2482",0.4,7,"fiducial-n",10
"2483",0.4,8,"fiducial-n",10
"2484",0.4,9,"fiducial-n",10
"2485",0.4,10,"fiducial-n",10
"2486",0.4,8,"fiducial-n",10
"2487",0.4,12,"fiducial-n",10
"2488",0.4,8,"fiducial-n",10
"2489",0.4,10,"fiducial-n",10
"2490",0.4,12,"fiducial-n",10
"2491",0.4,10,"fiducial-n",10
"2492",0.4,9,"fiducial-n",10
"2493",0.4,8,"fiducial-n",10
"2494",0.4,9,"fiducial-n",10
"2495",0.4,11,"fiducial-n",10
"2496",0.4,9,"fiducial-n",10
"2497",0.4,11,"fiducial-n",10
"2498",0.4,12,"fiducial-n",10
"2499",0.4,9,"fiducial-n",10
"2500",0.4,9,"fiducial-n",10
"2501",0.4,9,"fiducial-n",10
"2502",0.4,10,"bayesian-n",10
"2503",0.4,8,"bayesian-n",10
"2504",0.4,9,"bayesian-n",10
"2505",0.4,7,"bayesian-n",10
"2506",0.4,10,"bayesian-n",10
"2507",0.4,9,"bayesian-n",10
"2508",0.4,11,"bayesian-n",10
"2509",0.4,12,"bayesian-n",10
"2510",0.4,9,"bayesian-n",10
"2511",0.4,8,"bayesian-n",10
"2512",0.4,8,"bayesian-n",10
"2513",0.4,11,"bayesian-n",10
"2514",0.4,9,"bayesian-n",10
"2515",0.4,8,"bayesian-n",10
"2516",0.4,9,"bayesian-n",10
"2517",0.4,7,"bayesian-n",10
"2518",0.4,9,"bayesian-n",10
"2519",0.4,11,"bayesian-n",10
"2520",0.4,9,"bayesian-n",10
"2521",0.4,9,"bayesian-n",10
"2522",0.4,10,"bayesian-n",10
"2523",0.4,10,"bayesian-n",10
"2524",0.4,9,"bayesian-n",10
"2525",0.4,8,"bayesian-n",10
"2526",0.4,10,"bayesian-n",10
"2527",0.4,10,"bayesian-n",10
"2528",0.4,10,"bayesian-n",10
"2529",0.4,10,"bayesian-n",10
"2530",0.4,9,"bayesian-n",10
"2531",0.4,9,"bayesian-n",10
"2532",0.4,8,"bayesian-n",10
"2533",0.4,11,"bayesian-n",10
"2534",0.4,8,"bayesian-n",10
"2535",0.4,8,"bayesian-n",10
"2536",0.4,9,"bayesian-n",10
"2537",0.4,10,"bayesian-n",10
"2538",0.4,9,"bayesian-n",10
"2539",0.4,10,"bayesian-n",10
"2540",0.4,9,"bayesian-n",10
"2541",0.4,9,"bayesian-n",10
"2542",0.4,10,"bayesian-n",10
"2543",0.4,8,"bayesian-n",10
"2544",0.4,8,"bayesian-n",10
"2545",0.4,8,"bayesian-n",10
"2546",0.4,11,"bayesian-n",10
"2547",0.4,10,"bayesian-n",10
"2548",0.4,11,"bayesian-n",10
"2549",0.4,10,"bayesian-n",10
"2550",0.4,9,"bayesian-n",10
"2551",0.4,9,"bayesian-n",10
"2552",0.4,9,"bayesian-n",10
"2553",0.4,9,"bayesian-n",10
"2554",0.4,10,"bayesian-n",10
"2555",0.4,11,"bayesian-n",10
"2556",0.4,9,"bayesian-n",10
"2557",0.4,10,"bayesian-n",10
"2558",0.4,10,"bayesian-n",10
"2559",0.4,9,"bayesian-n",10
"2560",0.4,10,"bayesian-n",10
"2561",0.4,9,"bayesian-n",10
"2562",0.4,9,"bayesian-n",10
"2563",0.4,7,"bayesian-n",10
"2564",0.4,9,"bayesian-n",10
"2565",0.4,10,"bayesian-n",10
"2566",0.4,11,"bayesian-n",10
"2567",0.4,8,"bayesian-n",10
"2568",0.4,9,"bayesian-n",10
"2569",0.4,10,"bayesian-n",10
"2570",0.4,10,"bayesian-n",10
"2571",0.4,9,"bayesian-n",10
"2572",0.4,9,"bayesian-n",10
"2573",0.4,9,"bayesian-n",10
"2574",0.4,9,"bayesian-n",10
"2575",0.4,9,"bayesian-n",10
"2576",0.4,9,"bayesian-n",10
"2577",0.4,10,"bayesian-n",10
"2578",0.4,12,"bayesian-n",10
"2579",0.4,9,"bayesian-n",10
"2580",0.4,9,"bayesian-n",10
"2581",0.4,9,"bayesian-n",10
"2582",0.4,9,"bayesian-n",10
"2583",0.4,8,"bayesian-n",10
"2584",0.4,9,"bayesian-n",10
"2585",0.4,12,"bayesian-n",10
"2586",0.4,8,"bayesian-n",10
"2587",0.4,8,"bayesian-n",10
"2588",0.4,10,"bayesian-n",10
"2589",0.4,10,"bayesian-n",10
"2590",0.4,10,"bayesian-n",10
"2591",0.4,11,"bayesian-n",10
"2592",0.4,9,"bayesian-n",10
"2593",0.4,8,"bayesian-n",10
"2594",0.4,7,"bayesian-n",10
"2595",0.4,9,"bayesian-n",10
"2596",0.4,10,"bayesian-n",10
"2597",0.4,10,"bayesian-n",10
"2598",0.4,8,"bayesian-n",10
"2599",0.4,10,"bayesian-n",10
"2600",0.4,9,"bayesian-n",10
"2601",0.4,8,"bayesian-n",10
"2602",0.4,10,"fiducial-n",50
"2603",0.4,9,"fiducial-n",50
"2604",0.4,9,"fiducial-n",50
"2605",0.4,9,"fiducial-n",50
"2606",0.4,9,"fiducial-n",50
"2607",0.4,9,"fiducial-n",50
"2608",0.4,10,"fiducial-n",50
"2609",0.4,9,"fiducial-n",50
"2610",0.4,9,"fiducial-n",50
"2611",0.4,9,"fiducial-n",50
"2612",0.4,9,"fiducial-n",50
"2613",0.4,9,"fiducial-n",50
"2614",0.4,9,"fiducial-n",50
"2615",0.4,9,"fiducial-n",50
"2616",0.4,9,"fiducial-n",50
"2617",0.4,10,"fiducial-n",50
"2618",0.4,9,"fiducial-n",50
"2619",0.4,9,"fiducial-n",50
"2620",0.4,10,"fiducial-n",50
"2621",0.4,9,"fiducial-n",50
"2622",0.4,9,"fiducial-n",50
"2623",0.4,9,"fiducial-n",50
"2624",0.4,9,"fiducial-n",50
"2625",0.4,9,"fiducial-n",50
"2626",0.4,10,"fiducial-n",50
"2627",0.4,10,"fiducial-n",50
"2628",0.4,9,"fiducial-n",50
"2629",0.4,9,"fiducial-n",50
"2630",0.4,9,"fiducial-n",50
"2631",0.4,9,"fiducial-n",50
"2632",0.4,10,"fiducial-n",50
"2633",0.4,11,"fiducial-n",50
"2634",0.4,9,"fiducial-n",50
"2635",0.4,9,"fiducial-n",50
"2636",0.4,9,"fiducial-n",50
"2637",0.4,10,"fiducial-n",50
"2638",0.4,10,"fiducial-n",50
"2639",0.4,9,"fiducial-n",50
"2640",0.4,9,"fiducial-n",50
"2641",0.4,8,"fiducial-n",50
"2642",0.4,9,"fiducial-n",50
"2643",0.4,9,"fiducial-n",50
"2644",0.4,9,"fiducial-n",50
"2645",0.4,9,"fiducial-n",50
"2646",0.4,9,"fiducial-n",50
"2647",0.4,11,"fiducial-n",50
"2648",0.4,9,"fiducial-n",50
"2649",0.4,9,"fiducial-n",50
"2650",0.4,9,"fiducial-n",50
"2651",0.4,10,"fiducial-n",50
"2652",0.4,9,"fiducial-n",50
"2653",0.4,9,"fiducial-n",50
"2654",0.4,9,"fiducial-n",50
"2655",0.4,10,"fiducial-n",50
"2656",0.4,10,"fiducial-n",50
"2657",0.4,10,"fiducial-n",50
"2658",0.4,9,"fiducial-n",50
"2659",0.4,9,"fiducial-n",50
"2660",0.4,10,"fiducial-n",50
"2661",0.4,9,"fiducial-n",50
"2662",0.4,10,"fiducial-n",50
"2663",0.4,8,"fiducial-n",50
"2664",0.4,9,"fiducial-n",50
"2665",0.4,9,"fiducial-n",50
"2666",0.4,9,"fiducial-n",50
"2667",0.4,9,"fiducial-n",50
"2668",0.4,9,"fiducial-n",50
"2669",0.4,10,"fiducial-n",50
"2670",0.4,9,"fiducial-n",50
"2671",0.4,9,"fiducial-n",50
"2672",0.4,9,"fiducial-n",50
"2673",0.4,9,"fiducial-n",50
"2674",0.4,10,"fiducial-n",50
"2675",0.4,10,"fiducial-n",50
"2676",0.4,9,"fiducial-n",50
"2677",0.4,9,"fiducial-n",50
"2678",0.4,9,"fiducial-n",50
"2679",0.4,10,"fiducial-n",50
"2680",0.4,9,"fiducial-n",50
"2681",0.4,9,"fiducial-n",50
"2682",0.4,9,"fiducial-n",50
"2683",0.4,9,"fiducial-n",50
"2684",0.4,9,"fiducial-n",50
"2685",0.4,9,"fiducial-n",50
"2686",0.4,9,"fiducial-n",50
"2687",0.4,10,"fiducial-n",50
"2688",0.4,9,"fiducial-n",50
"2689",0.4,10,"fiducial-n",50
"2690",0.4,10,"fiducial-n",50
"2691",0.4,9,"fiducial-n",50
"2692",0.4,9,"fiducial-n",50
"2693",0.4,9,"fiducial-n",50
"2694",0.4,9,"fiducial-n",50
"2695",0.4,9,"fiducial-n",50
"2696",0.4,9,"fiducial-n",50
"2697",0.4,10,"fiducial-n",50
"2698",0.4,9,"fiducial-n",50
"2699",0.4,10,"fiducial-n",50
"2700",0.4,9,"fiducial-n",50
"2701",0.4,10,"fiducial-n",50
"2702",0.4,9,"bayesian-n",50
"2703",0.4,9,"bayesian-n",50
"2704",0.4,9,"bayesian-n",50
"2705",0.4,9,"bayesian-n",50
"2706",0.4,8,"bayesian-n",50
"2707",0.4,9,"bayesian-n",50
"2708",0.4,9,"bayesian-n",50
"2709",0.4,10,"bayesian-n",50
"2710",0.4,9,"bayesian-n",50
"2711",0.4,9,"bayesian-n",50
"2712",0.4,10,"bayesian-n",50
"2713",0.4,10,"bayesian-n",50
"2714",0.4,9,"bayesian-n",50
"2715",0.4,10,"bayesian-n",50
"2716",0.4,10,"bayesian-n",50
"2717",0.4,9,"bayesian-n",50
"2718",0.4,9,"bayesian-n",50
"2719",0.4,9,"bayesian-n",50
"2720",0.4,10,"bayesian-n",50
"2721",0.4,9,"bayesian-n",50
"2722",0.4,9,"bayesian-n",50
"2723",0.4,9,"bayesian-n",50
"2724",0.4,10,"bayesian-n",50
"2725",0.4,10,"bayesian-n",50
"2726",0.4,10,"bayesian-n",50
"2727",0.4,9,"bayesian-n",50
"2728",0.4,10,"bayesian-n",50
"2729",0.4,10,"bayesian-n",50
"2730",0.4,10,"bayesian-n",50
"2731",0.4,8,"bayesian-n",50
"2732",0.4,10,"bayesian-n",50
"2733",0.4,9,"bayesian-n",50
"2734",0.4,9,"bayesian-n",50
"2735",0.4,9,"bayesian-n",50
"2736",0.4,9,"bayesian-n",50
"2737",0.4,9,"bayesian-n",50
"2738",0.4,9,"bayesian-n",50
"2739",0.4,10,"bayesian-n",50
"2740",0.4,10,"bayesian-n",50
"2741",0.4,10,"bayesian-n",50
"2742",0.4,9,"bayesian-n",50
"2743",0.4,9,"bayesian-n",50
"2744",0.4,9,"bayesian-n",50
"2745",0.4,9,"bayesian-n",50
"2746",0.4,9,"bayesian-n",50
"2747",0.4,9,"bayesian-n",50
"2748",0.4,9,"bayesian-n",50
"2749",0.4,10,"bayesian-n",50
"2750",0.4,9,"bayesian-n",50
"2751",0.4,9,"bayesian-n",50
"2752",0.4,9,"bayesian-n",50
"2753",0.4,10,"bayesian-n",50
"2754",0.4,9,"bayesian-n",50
"2755",0.4,10,"bayesian-n",50
"2756",0.4,10,"bayesian-n",50
"2757",0.4,10,"bayesian-n",50
"2758",0.4,9,"bayesian-n",50
"2759",0.4,10,"bayesian-n",50
"2760",0.4,10,"bayesian-n",50
"2761",0.4,9,"bayesian-n",50
"2762",0.4,10,"bayesian-n",50
"2763",0.4,10,"bayesian-n",50
"2764",0.4,9,"bayesian-n",50
"2765",0.4,9,"bayesian-n",50
"2766",0.4,9,"bayesian-n",50
"2767",0.4,9,"bayesian-n",50
"2768",0.4,9,"bayesian-n",50
"2769",0.4,10,"bayesian-n",50
"2770",0.4,10,"bayesian-n",50
"2771",0.4,9,"bayesian-n",50
"2772",0.4,9,"bayesian-n",50
"2773",0.4,10,"bayesian-n",50
"2774",0.4,9,"bayesian-n",50
"2775",0.4,9,"bayesian-n",50
"2776",0.4,9,"bayesian-n",50
"2777",0.4,8,"bayesian-n",50
"2778",0.4,9,"bayesian-n",50
"2779",0.4,10,"bayesian-n",50
"2780",0.4,10,"bayesian-n",50
"2781",0.4,10,"bayesian-n",50
"2782",0.4,9,"bayesian-n",50
"2783",0.4,9,"bayesian-n",50
"2784",0.4,9,"bayesian-n",50
"2785",0.4,9,"bayesian-n",50
"2786",0.4,8,"bayesian-n",50
"2787",0.4,9,"bayesian-n",50
"2788",0.4,10,"bayesian-n",50
"2789",0.4,9,"bayesian-n",50
"2790",0.4,9,"bayesian-n",50
"2791",0.4,9,"bayesian-n",50
"2792",0.4,10,"bayesian-n",50
"2793",0.4,9,"bayesian-n",50
"2794",0.4,9,"bayesian-n",50
"2795",0.4,9,"bayesian-n",50
"2796",0.4,9,"bayesian-n",50
"2797",0.4,10,"bayesian-n",50
"2798",0.4,9,"bayesian-n",50
"2799",0.4,10,"bayesian-n",50
"2800",0.4,8,"bayesian-n",50
"2801",0.4,9,"bayesian-n",50
"2802",0.4,10,"fiducial-n",100
"2803",0.4,10,"fiducial-n",100
"2804",0.4,10,"fiducial-n",100
"2805",0.4,10,"fiducial-n",100
"2806",0.4,10,"fiducial-n",100
"2807",0.4,10,"fiducial-n",100
"2808",0.4,10,"fiducial-n",100
"2809",0.4,10,"fiducial-n",100
"2810",0.4,10,"fiducial-n",100
"2811",0.4,10,"fiducial-n",100
"2812",0.4,10,"fiducial-n",100
"2813",0.4,10,"fiducial-n",100
"2814",0.4,10,"fiducial-n",100
"2815",0.4,10,"fiducial-n",100
"2816",0.4,10,"fiducial-n",100
"2817",0.4,10,"fiducial-n",100
"2818",0.4,10,"fiducial-n",100
"2819",0.4,10,"fiducial-n",100
"2820",0.4,10,"fiducial-n",100
"2821",0.4,10,"fiducial-n",100
"2822",0.4,10,"fiducial-n",100
"2823",0.4,10,"fiducial-n",100
"2824",0.4,10,"fiducial-n",100
"2825",0.4,10,"fiducial-n",100
"2826",0.4,10,"fiducial-n",100
"2827",0.4,10,"fiducial-n",100
"2828",0.4,10,"fiducial-n",100
"2829",0.4,10,"fiducial-n",100
"2830",0.4,10,"fiducial-n",100
"2831",0.4,11,"fiducial-n",100
"2832",0.4,10,"fiducial-n",100
"2833",0.4,10,"fiducial-n",100
"2834",0.4,10,"fiducial-n",100
"2835",0.4,10,"fiducial-n",100
"2836",0.4,10,"fiducial-n",100
"2837",0.4,10,"fiducial-n",100
"2838",0.4,10,"fiducial-n",100
"2839",0.4,10,"fiducial-n",100
"2840",0.4,10,"fiducial-n",100
"2841",0.4,10,"fiducial-n",100
"2842",0.4,10,"fiducial-n",100
"2843",0.4,10,"fiducial-n",100
"2844",0.4,10,"fiducial-n",100
"2845",0.4,10,"fiducial-n",100
"2846",0.4,10,"fiducial-n",100
"2847",0.4,10,"fiducial-n",100
"2848",0.4,10,"fiducial-n",100
"2849",0.4,10,"fiducial-n",100
"2850",0.4,10,"fiducial-n",100
"2851",0.4,10,"fiducial-n",100
"2852",0.4,9,"fiducial-n",100
"2853",0.4,10,"fiducial-n",100
"2854",0.4,10,"fiducial-n",100
"2855",0.4,10,"fiducial-n",100
"2856",0.4,10,"fiducial-n",100
"2857",0.4,10,"fiducial-n",100
"2858",0.4,10,"fiducial-n",100
"2859",0.4,10,"fiducial-n",100
"2860",0.4,10,"fiducial-n",100
"2861",0.4,11,"fiducial-n",100
"2862",0.4,10,"fiducial-n",100
"2863",0.4,10,"fiducial-n",100
"2864",0.4,10,"fiducial-n",100
"2865",0.4,10,"fiducial-n",100
"2866",0.4,10,"fiducial-n",100
"2867",0.4,10,"fiducial-n",100
"2868",0.4,10,"fiducial-n",100
"2869",0.4,10,"fiducial-n",100
"2870",0.4,10,"fiducial-n",100
"2871",0.4,10,"fiducial-n",100
"2872",0.4,10,"fiducial-n",100
"2873",0.4,10,"fiducial-n",100
"2874",0.4,10,"fiducial-n",100
"2875",0.4,11,"fiducial-n",100
"2876",0.4,10,"fiducial-n",100
"2877",0.4,10,"fiducial-n",100
"2878",0.4,10,"fiducial-n",100
"2879",0.4,10,"fiducial-n",100
"2880",0.4,10,"fiducial-n",100
"2881",0.4,10,"fiducial-n",100
"2882",0.4,10,"fiducial-n",100
"2883",0.4,10,"fiducial-n",100
"2884",0.4,10,"fiducial-n",100
"2885",0.4,10,"fiducial-n",100
"2886",0.4,10,"fiducial-n",100
"2887",0.4,10,"fiducial-n",100
"2888",0.4,10,"fiducial-n",100
"2889",0.4,10,"fiducial-n",100
"2890",0.4,10,"fiducial-n",100
"2891",0.4,10,"fiducial-n",100
"2892",0.4,10,"fiducial-n",100
"2893",0.4,10,"fiducial-n",100
"2894",0.4,10,"fiducial-n",100
"2895",0.4,10,"fiducial-n",100
"2896",0.4,9,"fiducial-n",100
"2897",0.4,10,"fiducial-n",100
"2898",0.4,10,"fiducial-n",100
"2899",0.4,10,"fiducial-n",100
"2900",0.4,10,"fiducial-n",100
"2901",0.4,10,"fiducial-n",100
"2902",0.4,10,"bayesian-n",100
"2903",0.4,10,"bayesian-n",100
"2904",0.4,10,"bayesian-n",100
"2905",0.4,10,"bayesian-n",100
"2906",0.4,10,"bayesian-n",100
"2907",0.4,10,"bayesian-n",100
"2908",0.4,10,"bayesian-n",100
"2909",0.4,10,"bayesian-n",100
"2910",0.4,10,"bayesian-n",100
"2911",0.4,10,"bayesian-n",100
"2912",0.4,10,"bayesian-n",100
"2913",0.4,10,"bayesian-n",100
"2914",0.4,10,"bayesian-n",100
"2915",0.4,10,"bayesian-n",100
"2916",0.4,10,"bayesian-n",100
"2917",0.4,10,"bayesian-n",100
"2918",0.4,10,"bayesian-n",100
"2919",0.4,10,"bayesian-n",100
"2920",0.4,10,"bayesian-n",100
"2921",0.4,10,"bayesian-n",100
"2922",0.4,10,"bayesian-n",100
"2923",0.4,11,"bayesian-n",100
"2924",0.4,10,"bayesian-n",100
"2925",0.4,10,"bayesian-n",100
"2926",0.4,10,"bayesian-n",100
"2927",0.4,10,"bayesian-n",100
"2928",0.4,10,"bayesian-n",100
"2929",0.4,10,"bayesian-n",100
"2930",0.4,10,"bayesian-n",100
"2931",0.4,10,"bayesian-n",100
"2932",0.4,10,"bayesian-n",100
"2933",0.4,10,"bayesian-n",100
"2934",0.4,10,"bayesian-n",100
"2935",0.4,10,"bayesian-n",100
"2936",0.4,10,"bayesian-n",100
"2937",0.4,10,"bayesian-n",100
"2938",0.4,10,"bayesian-n",100
"2939",0.4,10,"bayesian-n",100
"2940",0.4,10,"bayesian-n",100
"2941",0.4,10,"bayesian-n",100
"2942",0.4,10,"bayesian-n",100
"2943",0.4,10,"bayesian-n",100
"2944",0.4,11,"bayesian-n",100
"2945",0.4,10,"bayesian-n",100
"2946",0.4,11,"bayesian-n",100
"2947",0.4,10,"bayesian-n",100
"2948",0.4,10,"bayesian-n",100
"2949",0.4,10,"bayesian-n",100
"2950",0.4,10,"bayesian-n",100
"2951",0.4,10,"bayesian-n",100
"2952",0.4,10,"bayesian-n",100
"2953",0.4,10,"bayesian-n",100
"2954",0.4,10,"bayesian-n",100
"2955",0.4,10,"bayesian-n",100
"2956",0.4,10,"bayesian-n",100
"2957",0.4,10,"bayesian-n",100
"2958",0.4,10,"bayesian-n",100
"2959",0.4,10,"bayesian-n",100
"2960",0.4,10,"bayesian-n",100
"2961",0.4,10,"bayesian-n",100
"2962",0.4,10,"bayesian-n",100
"2963",0.4,10,"bayesian-n",100
"2964",0.4,10,"bayesian-n",100
"2965",0.4,10,"bayesian-n",100
"2966",0.4,10,"bayesian-n",100
"2967",0.4,10,"bayesian-n",100
"2968",0.4,10,"bayesian-n",100
"2969",0.4,10,"bayesian-n",100
"2970",0.4,10,"bayesian-n",100
"2971",0.4,10,"bayesian-n",100
"2972",0.4,10,"bayesian-n",100
"2973",0.4,10,"bayesian-n",100
"2974",0.4,10,"bayesian-n",100
"2975",0.4,10,"bayesian-n",100
"2976",0.4,10,"bayesian-n",100
"2977",0.4,10,"bayesian-n",100
"2978",0.4,10,"bayesian-n",100
"2979",0.4,10,"bayesian-n",100
"2980",0.4,10,"bayesian-n",100
"2981",0.4,9,"bayesian-n",100
"2982",0.4,10,"bayesian-n",100
"2983",0.4,10,"bayesian-n",100
"2984",0.4,10,"bayesian-n",100
"2985",0.4,10,"bayesian-n",100
"2986",0.4,10,"bayesian-n",100
"2987",0.4,10,"bayesian-n",100
"2988",0.4,11,"bayesian-n",100
"2989",0.4,10,"bayesian-n",100
"2990",0.4,10,"bayesian-n",100
"2991",0.4,10,"bayesian-n",100
"2992",0.4,10,"bayesian-n",100
"2993",0.4,10,"bayesian-n",100
"2994",0.4,10,"bayesian-n",100
"2995",0.4,11,"bayesian-n",100
"2996",0.4,10,"bayesian-n",100
"2997",0.4,10,"bayesian-n",100
"2998",0.4,10,"bayesian-n",100
"2999",0.4,10,"bayesian-n",100
"3000",0.4,10,"bayesian-n",100
"3001",0.4,10,"bayesian-n",100
"3002",0.5,10,"fiducial-n",10
"3003",0.5,10,"fiducial-n",10
"3004",0.5,9,"fiducial-n",10
"3005",0.5,8,"fiducial-n",10
"3006",0.5,10,"fiducial-n",10
"3007",0.5,10,"fiducial-n",10
"3008",0.5,9,"fiducial-n",10
"3009",0.5,10,"fiducial-n",10
"3010",0.5,9,"fiducial-n",10
"3011",0.5,10,"fiducial-n",10
"3012",0.5,12,"fiducial-n",10
"3013",0.5,11,"fiducial-n",10
"3014",0.5,10,"fiducial-n",10
"3015",0.5,10,"fiducial-n",10
"3016",0.5,9,"fiducial-n",10
"3017",0.5,11,"fiducial-n",10
"3018",0.5,10,"fiducial-n",10
"3019",0.5,9,"fiducial-n",10
"3020",0.5,9,"fiducial-n",10
"3021",0.5,11,"fiducial-n",10
"3022",0.5,10,"fiducial-n",10
"3023",0.5,11,"fiducial-n",10
"3024",0.5,10,"fiducial-n",10
"3025",0.5,11,"fiducial-n",10
"3026",0.5,9,"fiducial-n",10
"3027",0.5,10,"fiducial-n",10
"3028",0.5,13,"fiducial-n",10
"3029",0.5,10,"fiducial-n",10
"3030",0.5,10,"fiducial-n",10
"3031",0.5,12,"fiducial-n",10
"3032",0.5,9,"fiducial-n",10
"3033",0.5,10,"fiducial-n",10
"3034",0.5,11,"fiducial-n",10
"3035",0.5,10,"fiducial-n",10
"3036",0.5,10,"fiducial-n",10
"3037",0.5,11,"fiducial-n",10
"3038",0.5,11,"fiducial-n",10
"3039",0.5,9,"fiducial-n",10
"3040",0.5,10,"fiducial-n",10
"3041",0.5,10,"fiducial-n",10
"3042",0.5,11,"fiducial-n",10
"3043",0.5,8,"fiducial-n",10
"3044",0.5,9,"fiducial-n",10
"3045",0.5,10,"fiducial-n",10
"3046",0.5,9,"fiducial-n",10
"3047",0.5,11,"fiducial-n",10
"3048",0.5,10,"fiducial-n",10
"3049",0.5,12,"fiducial-n",10
"3050",0.5,12,"fiducial-n",10
"3051",0.5,10,"fiducial-n",10
"3052",0.5,10,"fiducial-n",10
"3053",0.5,9,"fiducial-n",10
"3054",0.5,11,"fiducial-n",10
"3055",0.5,11,"fiducial-n",10
"3056",0.5,10,"fiducial-n",10
"3057",0.5,11,"fiducial-n",10
"3058",0.5,9,"fiducial-n",10
"3059",0.5,10,"fiducial-n",10
"3060",0.5,10,"fiducial-n",10
"3061",0.5,11,"fiducial-n",10
"3062",0.5,10,"fiducial-n",10
"3063",0.5,11,"fiducial-n",10
"3064",0.5,10,"fiducial-n",10
"3065",0.5,11,"fiducial-n",10
"3066",0.5,11,"fiducial-n",10
"3067",0.5,11,"fiducial-n",10
"3068",0.5,10,"fiducial-n",10
"3069",0.5,11,"fiducial-n",10
"3070",0.5,11,"fiducial-n",10
"3071",0.5,10,"fiducial-n",10
"3072",0.5,11,"fiducial-n",10
"3073",0.5,10,"fiducial-n",10
"3074",0.5,10,"fiducial-n",10
"3075",0.5,10,"fiducial-n",10
"3076",0.5,11,"fiducial-n",10
"3077",0.5,10,"fiducial-n",10
"3078",0.5,10,"fiducial-n",10
"3079",0.5,10,"fiducial-n",10
"3080",0.5,10,"fiducial-n",10
"3081",0.5,10,"fiducial-n",10
"3082",0.5,11,"fiducial-n",10
"3083",0.5,10,"fiducial-n",10
"3084",0.5,10,"fiducial-n",10
"3085",0.5,10,"fiducial-n",10
"3086",0.5,11,"fiducial-n",10
"3087",0.5,11,"fiducial-n",10
"3088",0.5,10,"fiducial-n",10
"3089",0.5,10,"fiducial-n",10
"3090",0.5,11,"fiducial-n",10
"3091",0.5,11,"fiducial-n",10
"3092",0.5,9,"fiducial-n",10
"3093",0.5,12,"fiducial-n",10
"3094",0.5,10,"fiducial-n",10
"3095",0.5,10,"fiducial-n",10
"3096",0.5,9,"fiducial-n",10
"3097",0.5,12,"fiducial-n",10
"3098",0.5,9,"fiducial-n",10
"3099",0.5,11,"fiducial-n",10
"3100",0.5,11,"fiducial-n",10
"3101",0.5,11,"fiducial-n",10
"3102",0.5,10,"bayesian-n",10
"3103",0.5,12,"bayesian-n",10
"3104",0.5,11,"bayesian-n",10
"3105",0.5,11,"bayesian-n",10
"3106",0.5,11,"bayesian-n",10
"3107",0.5,11,"bayesian-n",10
"3108",0.5,9,"bayesian-n",10
"3109",0.5,9,"bayesian-n",10
"3110",0.5,12,"bayesian-n",10
"3111",0.5,11,"bayesian-n",10
"3112",0.5,12,"bayesian-n",10
"3113",0.5,10,"bayesian-n",10
"3114",0.5,10,"bayesian-n",10
"3115",0.5,10,"bayesian-n",10
"3116",0.5,10,"bayesian-n",10
"3117",0.5,9,"bayesian-n",10
"3118",0.5,10,"bayesian-n",10
"3119",0.5,10,"bayesian-n",10
"3120",0.5,10,"bayesian-n",10
"3121",0.5,9,"bayesian-n",10
"3122",0.5,12,"bayesian-n",10
"3123",0.5,9,"bayesian-n",10
"3124",0.5,10,"bayesian-n",10
"3125",0.5,12,"bayesian-n",10
"3126",0.5,9,"bayesian-n",10
"3127",0.5,12,"bayesian-n",10
"3128",0.5,11,"bayesian-n",10
"3129",0.5,9,"bayesian-n",10
"3130",0.5,11,"bayesian-n",10
"3131",0.5,10,"bayesian-n",10
"3132",0.5,9,"bayesian-n",10
"3133",0.5,10,"bayesian-n",10
"3134",0.5,10,"bayesian-n",10
"3135",0.5,8,"bayesian-n",10
"3136",0.5,11,"bayesian-n",10
"3137",0.5,11,"bayesian-n",10
"3138",0.5,9,"bayesian-n",10
"3139",0.5,10,"bayesian-n",10
"3140",0.5,11,"bayesian-n",10
"3141",0.5,10,"bayesian-n",10
"3142",0.5,10,"bayesian-n",10
"3143",0.5,9,"bayesian-n",10
"3144",0.5,10,"bayesian-n",10
"3145",0.5,10,"bayesian-n",10
"3146",0.5,10,"bayesian-n",10
"3147",0.5,10,"bayesian-n",10
"3148",0.5,9,"bayesian-n",10
"3149",0.5,12,"bayesian-n",10
"3150",0.5,12,"bayesian-n",10
"3151",0.5,11,"bayesian-n",10
"3152",0.5,10,"bayesian-n",10
"3153",0.5,10,"bayesian-n",10
"3154",0.5,10,"bayesian-n",10
"3155",0.5,11,"bayesian-n",10
"3156",0.5,9,"bayesian-n",10
"3157",0.5,11,"bayesian-n",10
"3158",0.5,9,"bayesian-n",10
"3159",0.5,9,"bayesian-n",10
"3160",0.5,10,"bayesian-n",10
"3161",0.5,10,"bayesian-n",10
"3162",0.5,12,"bayesian-n",10
"3163",0.5,11,"bayesian-n",10
"3164",0.5,10,"bayesian-n",10
"3165",0.5,12,"bayesian-n",10
"3166",0.5,11,"bayesian-n",10
"3167",0.5,11,"bayesian-n",10
"3168",0.5,12,"bayesian-n",10
"3169",0.5,11,"bayesian-n",10
"3170",0.5,10,"bayesian-n",10
